iso3,year,louvain_community,leiden_community,gn_community,dominant_region,community_label
GLP,2015,6,0,46,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
GUF,2015,6,0,47,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
LCA,2015,1,2,48,South & Western Asia,Cluster 1: South & Western Asia
MTQ,2015,6,0,49,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
TCA,2015,3,0,50,Caribbean,Cluster 3: Caribbean
TTO,2015,5,3,2,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
VGB,2015,5,3,51,Latin America & Caribbean,Cluster 5: Latin America & Caribbean
BDI,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
BEN,2015,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
BFA,2015,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
BIH,2015,4,1,2,Pan-Europe,Cluster 4: Pan-Europe
BLR,2015,0,1,2,Pan-Europe,Cluster 0: Pan-Europe
BRN,2015,1,2,52,South & Western Asia,Cluster 1: South & Western Asia
BTN,2015,1,2,53,South & Western Asia,Cluster 1: South & Western Asia
BWA,2015,7,4,54,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
CAF,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
CMR,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
COK,2015,9,5,55,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
CYM,2015,3,3,56,Caribbean,Cluster 3: Caribbean
DJI,2015,7,4,57,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
FIN,2015,8,6,2,Pan-Europe,Cluster 8: Pan-Europe
FLK,2015,4,1,58,Pan-Europe,Cluster 4: Pan-Europe
GAB,2015,2,7,59,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
GIB,2015,4,1,60,Pan-Europe,Cluster 4: Pan-Europe
GMB,2015,6,0,61,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
GUM,2015,1,2,62,South & Western Asia,Cluster 1: South & Western Asia
HKG,2015,1,2,2,South & Western Asia,Cluster 1: South & Western Asia
IMN,2015,4,1,63,Pan-Europe,Cluster 4: Pan-Europe
ISL,2015,4,6,64,Pan-Europe,Cluster 4: Pan-Europe
KEN,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
KGZ,2015,0,1,2,Pan-Europe,Cluster 0: Pan-Europe
KHM,2015,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
KIR,2015,9,5,65,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
LBR,2015,2,7,66,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
LBY,2015,8,6,2,Pan-Europe,Cluster 8: Pan-Europe
LSO,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
LUX,2015,6,0,67,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
LVA,2015,0,1,68,Pan-Europe,Cluster 0: Pan-Europe
MAC,2015,1,2,69,South & Western Asia,Cluster 1: South & Western Asia
MCO,2015,6,0,70,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
MDA,2015,0,1,2,Pan-Europe,Cluster 0: Pan-Europe
MDG,2015,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
MDV,2015,1,2,71,South & Western Asia,Cluster 1: South & Western Asia
MLI,2015,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
MLT,2015,9,5,72,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
MMR,2015,9,5,2,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
MNG,2015,0,1,73,Pan-Europe,Cluster 0: Pan-Europe
MUS,2015,6,0,74,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
MWI,2015,7,4,75,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
MYS,2015,1,2,2,South & Western Asia,Cluster 1: South & Western Asia
NCL,2015,6,0,76,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
NIU,2015,9,5,77,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
NRU,2015,9,5,78,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
OMN,2015,1,2,2,South & Western Asia,Cluster 1: South & Western Asia
PNG,2015,9,5,79,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
PYF,2015,6,0,80,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
REU,2015,6,0,81,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
SGP,2015,1,2,82,South & Western Asia,Cluster 1: South & Western Asia
SLB,2015,9,5,83,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
SLE,2015,2,7,84,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
SWZ,2015,7,4,85,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
SYC,2015,7,4,86,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
TGO,2015,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
TLS,2015,1,2,87,South & Western Asia,Cluster 1: South & Western Asia
TUV,2015,9,5,88,Polynesia & South-Eastern Asia,Cluster 9: Polynesia & South-Eastern Asia
TZA,2015,7,4,89,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
UGA,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
VUT,2015,6,0,90,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
ZWE,2015,7,4,2,Sub-Saharan Africa,Cluster 7: Sub-Saharan Africa
MRT,2015,6,0,91,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
NER,2015,2,7,14,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
GNB,2015,6,0,92,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
LIE,2015,4,1,93,Pan-Europe,Cluster 4: Pan-Europe
SMR,2015,4,1,94,Pan-Europe,Cluster 4: Pan-Europe
WLF,2015,6,0,95,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
CHI,2015,4,1,96,Pan-Europe,Cluster 4: Pan-Europe
VAT,2015,6,0,97,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
GNQ,2015,2,7,98,Sub-Saharan Africa,Cluster 2: Sub-Saharan Africa
COM,2015,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
GRL,2015,4,6,99,Pan-Europe,Cluster 4: Pan-Europe
FRO,2015,4,6,100,Pan-Europe,Cluster 4: Pan-Europe
SHN,2015,4,1,101,Pan-Europe,Cluster 4: Pan-Europe
SPM,2015,6,0,102,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
ESH,2015,6,0,2,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
FSM,2015,1,2,103,South & Western Asia,Cluster 1: South & Western Asia
MHL,2015,1,3,104,South & Western Asia,Cluster 1: South & Western Asia
MNP,2015,1,2,105,South & Western Asia,Cluster 1: South & Western Asia
PLW,2015,1,2,106,South & Western Asia,Cluster 1: South & Western Asia
MYT,2015,6,0,107,Latin America & Sub-Saharan Africa,Cluster 6: Latin America & Sub-Saharan Africa
BES,2020,0,4,0,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
ABW,2020,0,4,1,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CHN,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
COL,2020,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
CUW,2020,0,4,3,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
DMA,2020,2,4,4,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
DOM,2020,0,4,5,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
GRD,2020,2,5,6,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
GUY,2020,0,4,7,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
HTI,2020,0,4,5,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
IND,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
JAM,2020,0,4,8,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
NIC,2020,2,5,9,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
NLD,2020,6,7,2,Pan-Europe,Cluster 6: Pan-Europe
PER,2020,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
PHL,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
PRT,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SUR,2020,6,7,2,Pan-Europe,Cluster 6: Pan-Europe
SXM,2020,0,4,10,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
TUR,2020,3,7,2,Western Asia,Cluster 3: Western Asia
USA,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
VCT,2020,2,4,11,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
VEN,2020,0,4,2,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
PAK,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
AFG,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
TJK,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
UZB,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
CIV,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
AGO,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
COD,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
COG,2020,1,3,12,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CPV,2020,1,3,13,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
GIN,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
MOZ,2020,1,3,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
NAM,2020,1,3,15,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
RWA,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
STP,2020,1,3,16,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
TCD,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
ZAF,2020,1,3,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
ZMB,2020,1,3,17,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CAN,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
AIA,2020,0,4,18,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
GBR,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
KNA,2020,0,4,19,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
MSR,2020,2,4,20,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
VIR,2020,2,5,21,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
ALB,2020,7,2,22,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
GRC,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
ITA,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
MKD,2020,6,1,23,Pan-Europe,Cluster 6: Pan-Europe
ARG,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
AND,2020,7,2,24,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
BEL,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
CHL,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
DEU,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
ESP,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
FRA,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
MAR,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
URY,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
ARE,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
BGD,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
BHR,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
EGY,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
ERI,2020,6,7,25,Pan-Europe,Cluster 6: Pan-Europe
ETH,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
IDN,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
JOR,2020,3,7,2,Western Asia,Cluster 3: Western Asia
KWT,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
LBN,2020,3,7,2,Western Asia,Cluster 3: Western Asia
LKA,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
NGA,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
NPL,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
PSE,2020,3,7,2,Western Asia,Cluster 3: Western Asia
QAT,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
SAU,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
SDN,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SOM,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SSD,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SYR,2020,3,7,2,Western Asia,Cluster 3: Western Asia
THA,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
TUN,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
YEM,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
ARM,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
AUS,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
AUT,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
BGR,2020,3,7,2,Western Asia,Cluster 3: Western Asia
BOL,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
BRA,2020,2,2,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
CHE,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
CRI,2020,2,5,26,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
CUB,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
CYP,2020,6,1,27,Pan-Europe,Cluster 6: Pan-Europe
CZE,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
DNK,2020,6,1,28,Pan-Europe,Cluster 6: Pan-Europe
DZA,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
ECU,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
EST,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
GTM,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
HND,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
HRV,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
HUN,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
IRL,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
IRN,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
ISR,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
JPN,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
KOR,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
LAO,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
LTU,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
MEX,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
MNE,2020,6,1,29,Pan-Europe,Cluster 6: Pan-Europe
NOR,2020,6,1,30,Pan-Europe,Cluster 6: Pan-Europe
NZL,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
PAN,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
POL,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
PRI,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
PRK,2020,2,5,31,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
PRY,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
ROU,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
RUS,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
SEN,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
SLV,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
SRB,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
SVK,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
SVN,2020,6,1,32,Pan-Europe,Cluster 6: Pan-Europe
SWE,2020,3,7,2,Western Asia,Cluster 3: Western Asia
TWN,2020,2,0,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
UKR,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
AZE,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
GEO,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
IRQ,2020,3,7,2,Western Asia,Cluster 3: Western Asia
KAZ,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
TKM,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
ASM,2020,4,0,33,South & South-East Asia,Cluster 4: South & South-East Asia
FJI,2020,4,0,34,South & South-East Asia,Cluster 4: South & South-East Asia
TKL,2020,4,0,35,South & South-East Asia,Cluster 4: South & South-East Asia
TON,2020,4,0,36,South & South-East Asia,Cluster 4: South & South-East Asia
VNM,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
WSM,2020,4,0,37,South & South-East Asia,Cluster 4: South & South-East Asia
ATG,2020,2,5,38,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
BLZ,2020,2,5,39,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
BMU,2020,4,4,40,South & South-East Asia,Cluster 4: South & South-East Asia
BRB,2020,4,0,41,South & South-East Asia,Cluster 4: South & South-East Asia
GHA,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
GLP,2020,7,2,42,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
GUF,2020,0,4,43,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
LCA,2020,4,0,44,South & South-East Asia,Cluster 4: South & South-East Asia
MTQ,2020,7,2,45,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
TCA,2020,0,4,46,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
TTO,2020,2,5,2,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
VGB,2020,2,4,47,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
BDI,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
BEN,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
BFA,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
BHS,2020,0,4,48,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
BIH,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
BLR,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
BRN,2020,4,0,49,South & South-East Asia,Cluster 4: South & South-East Asia
BTN,2020,4,0,50,South & South-East Asia,Cluster 4: South & South-East Asia
BWA,2020,1,3,51,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CAF,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
CMR,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
COK,2020,4,0,52,South & South-East Asia,Cluster 4: South & South-East Asia
CYM,2020,0,4,53,Latin America & Caribbean,Cluster 0: Latin America & Caribbean
DJI,2020,1,3,54,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
FIN,2020,3,7,2,Western Asia,Cluster 3: Western Asia
FLK,2020,6,1,55,Pan-Europe,Cluster 6: Pan-Europe
GAB,2020,5,6,56,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
GIB,2020,6,1,57,Pan-Europe,Cluster 6: Pan-Europe
GMB,2020,1,2,58,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
GUM,2020,4,0,59,South & South-East Asia,Cluster 4: South & South-East Asia
HKG,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
IMN,2020,6,1,60,Pan-Europe,Cluster 6: Pan-Europe
ISL,2020,6,1,61,Pan-Europe,Cluster 6: Pan-Europe
KEN,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
KGZ,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
KHM,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
KIR,2020,4,0,62,South & South-East Asia,Cluster 4: South & South-East Asia
LBR,2020,5,6,63,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
LBY,2020,3,7,2,Western Asia,Cluster 3: Western Asia
LSO,2020,1,3,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
LUX,2020,7,2,64,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
LVA,2020,6,1,65,Pan-Europe,Cluster 6: Pan-Europe
MAC,2020,4,0,66,South & South-East Asia,Cluster 4: South & South-East Asia
MCO,2020,7,2,67,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
MDA,2020,6,1,2,Pan-Europe,Cluster 6: Pan-Europe
MDG,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
MDV,2020,4,0,68,South & South-East Asia,Cluster 4: South & South-East Asia
MLI,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
MLT,2020,4,0,69,South & South-East Asia,Cluster 4: South & South-East Asia
MMR,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
MNG,2020,6,1,70,Pan-Europe,Cluster 6: Pan-Europe
MUS,2020,7,2,71,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
MWI,2020,1,3,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
MYS,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
NCL,2020,7,2,72,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
NIU,2020,4,0,73,South & South-East Asia,Cluster 4: South & South-East Asia
NRU,2020,4,0,74,South & South-East Asia,Cluster 4: South & South-East Asia
OMN,2020,4,0,2,South & South-East Asia,Cluster 4: South & South-East Asia
PNG,2020,4,0,75,South & South-East Asia,Cluster 4: South & South-East Asia
PYF,2020,7,2,76,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
REU,2020,7,2,77,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
SGP,2020,4,0,78,South & South-East Asia,Cluster 4: South & South-East Asia
SLB,2020,4,0,79,South & South-East Asia,Cluster 4: South & South-East Asia
SLE,2020,5,6,80,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
SWZ,2020,1,3,81,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
SYC,2020,1,3,82,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
TGO,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
TLS,2020,4,0,83,South & South-East Asia,Cluster 4: South & South-East Asia
TUV,2020,4,0,84,South & South-East Asia,Cluster 4: South & South-East Asia
TZA,2020,1,3,85,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
UGA,2020,1,3,2,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
VUT,2020,7,2,86,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
ZWE,2020,1,3,14,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
MRT,2020,7,2,87,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
NER,2020,5,6,2,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
GNB,2020,1,2,88,Sub-Saharan Africa,Cluster 1: Sub-Saharan Africa
LIE,2020,6,1,89,Pan-Europe,Cluster 6: Pan-Europe
SMR,2020,6,1,90,Pan-Europe,Cluster 6: Pan-Europe
CHI,2020,6,1,91,Pan-Europe,Cluster 6: Pan-Europe
VAT,2020,7,2,92,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
GNQ,2020,5,6,93,Sub-Saharan Africa,Cluster 5: Sub-Saharan Africa
COM,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
GRL,2020,6,1,94,Pan-Europe,Cluster 6: Pan-Europe
FRO,2020,6,1,95,Pan-Europe,Cluster 6: Pan-Europe
SHN,2020,6,1,96,Pan-Europe,Cluster 6: Pan-Europe
SPM,2020,7,2,97,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
WLF,2020,7,2,98,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
ESH,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
FSM,2020,4,0,99,South & South-East Asia,Cluster 4: South & South-East Asia
MHL,2020,4,0,100,South & South-East Asia,Cluster 4: South & South-East Asia
MNP,2020,4,0,101,South & South-East Asia,Cluster 4: South & South-East Asia
PLW,2020,4,0,102,South & South-East Asia,Cluster 4: South & South-East Asia
MYT,2020,7,2,2,Sub-Saharan Africa & Latin America,Cluster 7: Sub-Saharan Africa & Latin America
BES,2025,0,5,0,Latin America,Cluster 0: Latin America
ABW,2025,0,5,1,Latin America,Cluster 0: Latin America
CHN,2025,4,0,2,South-Eastern Asia & Polynesia,Cluster 4: South-Eastern Asia & Polynesia
COL,2025,0,5,3,Latin America,Cluster 0: Latin America
CUW,2025,0,5,4,Latin America,Cluster 0: Latin America
DMA,2025,2,0,5,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
DOM,2025,2,1,3,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
GRD,2025,2,0,6,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
GUY,2025,0,5,3,Latin America,Cluster 0: Latin America
HTI,2025,2,1,3,Latin America & Caribbean,Cluster 2: Latin America & Caribbean
IND,2025,4,0,2,South-Eastern Asia & Polynesia,Cluster 4: South-Eastern Asia & Polynesia
